"Press limit button, input the limit of data usage and press done button","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115563/")"
"Limit button, access to the input limit screen and press cancel button","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115564/")"
"Configure the limit in GB format","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115565/")"
"Configure the limit in MB format","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115566/")"
"Press limit button and verify that the user access the limit configuration mode","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115567/")"
"Verify that the user is able to open the Settings screen in the Cost Control app.","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115568/")"
"Verify that the user can enable data use alerts in the Cost Control app.","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115569/")"
"Verify when the data usage cycle is reseted (based on user configuration), the counters are reseted too and any alert are dismissed.","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115553/")"
"Verify that when the limit is reached, the data module of the utility tray changes its background colour to the limit-background colour (red).","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115554/")"
"Verify when user SIM Card (without billing support)reaches 80% of the alert, the data module in the utility tray it will change its background color to the alert-background color. (orange)","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115555/")"
"Verify that users (SIM Card without billing support)can decide to see the 3G and Wifi data used","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115559/")"
